,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Mizuho Securities USA LLC Cuts Position in Alphabet Inc. (NASDAQ:GOOGL),"Mizuho Securities USA LLC cut its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 16.1% during the third quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The firm owned 379,925 shares of the information serv…",https://www.etfdailynews.com/2024/11/30/mizuho-securities-usa-llc-cuts-position-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-30T09:19:02Z,"Mizuho Securities USA LLC cut its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 16.1% during the third quarter, according to its most recent 13F filing with the Securities and Exchange Commi… [+6632 chars]"
1,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Heritage Investment Group Inc. Boosts Stake in Alphabet Inc. (NASDAQ:GOOGL),"Heritage Investment Group Inc. lifted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 23.8% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The fund owned 2,828 shares of the in…",https://www.etfdailynews.com/2024/11/30/heritage-investment-group-inc-boosts-stake-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-30T09:19:01Z,"Heritage Investment Group Inc. lifted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 23.8% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exch… [+6501 chars]"
2,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Shares Purchased by Mizuho Markets Cayman LP,"Mizuho Markets Cayman LP lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 22.7% in the third quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The firm owned 36,529 shares of the inf…",https://www.etfdailynews.com/2024/11/30/alphabet-inc-nasdaqgoogl-shares-purchased-by-mizuho-markets-cayman-lp/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-30T09:18:57Z,"Mizuho Markets Cayman LP lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 22.7% in the third quarter, according to the company in its most recent 13F filing with the Securities &a… [+6069 chars]"
3,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Stake Lifted by Koa Wealth Management LLC,"Koa Wealth Management LLC raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.4% during the third quarter, HoldingsChannel reports. The firm owned 38,557 shares of the information services provider’s stock after purchasing an additional 163…",https://www.etfdailynews.com/2024/11/30/alphabet-inc-nasdaqgoogl-stake-lifted-by-koa-wealth-management-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-30T09:18:56Z,"Koa Wealth Management LLC raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.4% during the third quarter, HoldingsChannel reports. The firm owned 38,557 shares of the information … [+6357 chars]"
4,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Maxwell Wealth Strategies Inc. Raises Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Maxwell Wealth Strategies Inc. grew its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 20.5% in the third quarter, HoldingsChannel reports. The firm owned 29,278 shares of the information services provider’s stock after buying an addition…",https://www.etfdailynews.com/2024/11/30/maxwell-wealth-strategies-inc-raises-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-30T09:18:52Z,"Maxwell Wealth Strategies Inc. grew its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 20.5% in the third quarter, HoldingsChannel reports. The firm owned 29,278 shares of the in… [+6669 chars]"
5,"{'id': None, 'name': 'Yahoo Entertainment'}",Myles Udland,"Microsoft FTC probe 'not a complete shocker,' analyst says",Microsoft stock was lagging behind its tech peers on Friday as investors reacted to news the company is facing a broad inquiry from the FTC.,https://finance.yahoo.com/news/microsoft-ftc-probe-not-a-complete-shocker-analyst-says-153516617.html,https://s.yimg.com/ny/api/res/1.2/I0qnOQ7PGa4tbNf8mywdyA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-11/77dec4c0-ae66-11ef-b7fb-315a233393c4,2024-11-29T15:35:16Z,"Microsoft stock (MSFT) lagged its Big Tech peers on Friday after news broke late Wednesday that the Federal Trade Commission has opened a broad antitrust probe into the tech giant.
After falling as … [+2621 chars]"
6,"{'id': None, 'name': 'Biztoc.com'}",aol.com,Better Artificial Intelligence Stock: Microsoft vs. Alphabet,"The race is on for dominance in the artificial intelligence arena. Two tech titans battling for AI supremacy are Microsoft (NASDAQ: MSFT) and Google parent Alphabet (NASDAQ: GOOGL)(NASDAQ: GOOG).
Both are heavily involved in AI. Microsoft invested billions of…",https://biztoc.com/x/ef1c18b7f220c961,https://biztoc.com/cdn/ef1c18b7f220c961_s.webp,2024-11-29T10:00:09Z,The race is on for dominance in the artificial intelligence arena. Two tech titans battling for AI supremacy are Microsoft (NASDAQ: MSFT) and Google parent Alphabet (NASDAQ: GOOGL)(NASDAQ: GOOG).Both… [+144 chars]
7,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Tokio Marine Asset Management Co. Ltd. Has $49.66 Million Position in Alphabet Inc. (NASDAQ:GOOGL),"Tokio Marine Asset Management Co. Ltd. increased its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.4% during the third quarter, Holdings Channel reports. The firm owned 299,400 shares of the information services provider’s stock after acquiring an …",https://www.etfdailynews.com/2024/11/29/tokio-marine-asset-management-co-ltd-has-49-66-million-position-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-29T09:34:53Z,"Tokio Marine Asset Management Co. Ltd. increased its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.4% during the third quarter, Holdings Channel reports. The firm owned 299,400 shares of t… [+5918 chars]"
8,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Curi RMB Capital LLC Purchases 11,722 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Curi RMB Capital LLC raised its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.6% in the third quarter, HoldingsChannel reports. The firm owned 335,698 shares of the information services provider’s stock after buying an additional 11,72…",https://www.etfdailynews.com/2024/11/29/curi-rmb-capital-llc-purchases-11722-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-29T09:34:52Z,"Curi RMB Capital LLC raised its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.6% in the third quarter, HoldingsChannel reports. The firm owned 335,698 shares of the informatio… [+6599 chars]"
9,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,BluePointe Capital Management LLC Reduces Holdings in Alphabet Inc. (NASDAQ:GOOGL),"BluePointe Capital Management LLC reduced its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 12.3% in the third quarter, Holdings Channel reports. The firm owned 3,756 shares of the information services provider’s stock after selling 528 sha…",https://www.etfdailynews.com/2024/11/29/bluepointe-capital-management-llc-reduces-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-29T09:34:52Z,"BluePointe Capital Management LLC reduced its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 12.3% in the third quarter, Holdings Channel reports. The firm owned 3,756 shares of the… [+6591 chars]"
10,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,OneDigital Investment Advisors LLC Has $45.03 Million Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"OneDigital Investment Advisors LLC lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.7% during the third quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 271,488 shares of …",https://www.etfdailynews.com/2024/11/29/onedigital-investment-advisors-llc-has-45-03-million-stock-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-29T09:34:51Z,"OneDigital Investment Advisors LLC lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.7% during the third quarter, according to its most recent 13F filing with the Securities and … [+6008 chars]"
11,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Stock Position Raised by Lifeworks Advisors LLC,"Lifeworks Advisors LLC lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 48.7% in the 3rd quarter, Holdings Channel reports. The fund owned 7,471 shares of the information services provider’s stock after buying an additional 2,448 shares du…",https://www.etfdailynews.com/2024/11/29/alphabet-inc-nasdaqgoogl-stock-position-raised-by-lifeworks-advisors-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-29T09:34:51Z,"Lifeworks Advisors LLC lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 48.7% in the 3rd quarter, Holdings Channel reports. The fund owned 7,471 shares of the information services… [+5906 chars]"
12,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Dearborn Partners LLC Has $4.75 Million Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Dearborn Partners LLC increased its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.8% during the third quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 28,661 shares…",https://www.etfdailynews.com/2024/11/29/dearborn-partners-llc-has-4-75-million-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-29T09:34:50Z,"Dearborn Partners LLC increased its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.8% during the third quarter, according to its most recent Form 13F filing with the Securities… [+6540 chars]"
13,"{'id': None, 'name': 'Yahoo Entertainment'}",TipRanks,AMD and Alphabet: Billionaire Steve Cohen Loads Up on 2 Big AI Stocks,"AI is booming, providing an important pillar of support for the stock market’s substantial year-to-date gains. Put into numerical terms, the tech-heavy...",https://finance.yahoo.com/news/amd-alphabet-billionaire-steve-cohen-111107963.html,https://media.zenfs.com/en/tipranks_452/0aa575a5165fb1a9c906508c05c1018d,2024-11-28T11:11:07Z,"AI is booming, providing an important pillar of support for the stock markets substantial year-to-date gains. Put into numerical terms, the tech-heavy NASDAQ composite index, which features many of t… [+8963 chars]"
14,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Bell Bank Increases Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Bell Bank grew its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 17.5% in the 3rd quarter, HoldingsChannel.com reports. The institutional investor owned 38,989 shares of the information services provider’s stock after buying an additional 5,817 share…",https://www.etfdailynews.com/2024/11/28/bell-bank-increases-stock-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:12:57Z,"Bell Bank grew its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 17.5% in the 3rd quarter, HoldingsChannel.com reports. The institutional investor owned 38,989 shares of the information serv… [+5918 chars]"
15,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"ICICI Prudential Asset Management Co Ltd Purchases 4,630 Shares of Alphabet Inc. (NASDAQ:GOOGL)","ICICI Prudential Asset Management Co Ltd raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 18.5% during the third quarter, according to the company in its most recent disclosure with the SEC. The firm owned 29,612 shares of the information …",https://www.etfdailynews.com/2024/11/28/icici-prudential-asset-management-co-ltd-purchases-4630-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:12:56Z,"ICICI Prudential Asset Management Co Ltd raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 18.5% during the third quarter, according to the company in its most recent disclosure wi… [+6500 chars]"
16,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Firetrail Investments PTY Ltd. Has $16.32 Million Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Firetrail Investments PTY Ltd. lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.7% in the third quarter, Holdings Channel.com reports. The institutional investor owned 98,512 shares of the information services provider’s stock after buyi…",https://www.etfdailynews.com/2024/11/28/firetrail-investments-pty-ltd-has-16-32-million-stock-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:12:56Z,"Firetrail Investments PTY Ltd. lifted its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.7% in the third quarter, Holdings Channel.com reports. The institutional investor owned 98,512 sh… [+6109 chars]"
17,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Bouvel Investment Partners LLC Sells 15,372 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Bouvel Investment Partners LLC lessened its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 39.3% during the 3rd quarter, HoldingsChannel reports. The institutional investor owned 23,787 shares of the information services provider’s stock after sell…",https://www.etfdailynews.com/2024/11/28/bouvel-investment-partners-llc-sells-15372-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:12:56Z,"Bouvel Investment Partners LLC lessened its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 39.3% during the 3rd quarter, HoldingsChannel reports. The institutional investor owned 23,787 sh… [+6600 chars]"
18,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Oppenheimer Asset Management Inc. Sells 31,757 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Oppenheimer Asset Management Inc. trimmed its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 6.8% in the 3rd quarter, Holdings Channel reports. The firm owned 433,923 shares of the information services provider’s stock after selling 31,757 shares d…",https://www.etfdailynews.com/2024/11/28/oppenheimer-asset-management-inc-sells-31757-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:12:56Z,"Oppenheimer Asset Management Inc. trimmed its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 6.8% in the 3rd quarter, Holdings Channel reports. The firm owned 433,923 shares of the informa… [+6532 chars]"
19,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Shares Acquired by Saturna Capital Corp,"Saturna Capital Corp lifted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.3% during the third quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 1,430,995 shares of the information serv…",https://www.etfdailynews.com/2024/11/28/alphabet-inc-nasdaqgoogl-shares-acquired-by-saturna-capital-corp/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:12:55Z,"Saturna Capital Corp lifted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.3% during the third quarter, according to its most recent 13F filing with the Securities &amp; Exchange Com… [+6163 chars]"
20,"{'id': None, 'name': 'Motley Fool Australia'}",Bronwyn Allen,Which ASX mining shares make it into the passive income elite globally?,"Clue: BHP isn't one of them. 
The post Which ASX mining shares make it into the passive income elite globally? appeared first on The Motley Fool Australia.",https://www.fool.com.au/2024/11/28/which-asx-mining-shares-make-it-into-the-passive-income-elite-globally/,https://www.fool.com.au/wp-content/uploads/2021/08/dividends-4-1200x675.jpg,2024-11-28T03:05:49Z,"ASX mining shares inevitably come to mind when we think of the Australian share market's top dividend payers. 
Fortescue Ltd (ASX: FMG), BHP Group Ltd (ASX: BHP), and Rio Tinto Ltd (ASX: RIO) are am… [+3335 chars]"
21,"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,Purpose Investments Inc. Announces 2024 Estimated Annual Income and Capital Gains Distributions,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) — Purpose Investments Inc. (“Purpose”) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and closed-end funds (the “Funds”) for the 2024 tax year. The …",https://financialpost.com/globe-newswire/purpose-investments-inc-announces-2024-estimated-annual-income-and-capital-gains-distributions,,2024-11-28T01:03:53Z,"Author of the article:
Article content
TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) Purpose Investments Inc. (Purpose) today announced the estimated annual distributions of income and capital gains for … [+13829 chars]"
22,"{'id': None, 'name': 'GlobeNewswire'}",Purpose Investments Inc.,Purpose Investments Inc. Announces 2024 Estimated Annual Income and Capital Gains Distributions,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (“Purpose”) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and closed-end funds (the “Funds”) for the 2024 tax year. The…",https://www.globenewswire.com/news-release/2024/11/28/2988484/0/en/Purpose-Investments-Inc-Announces-2024-Estimated-Annual-Income-and-Capital-Gains-Distributions.html,https://ml.globenewswire.com/Resource/Download/a28192cb-6294-4424-8c24-646fee2c81cd,2024-11-28T01:00:00Z,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (Purpose) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and… [+10772 chars]"
23,"{'id': None, 'name': 'Stockcharts.com'}",Jayanthi Gopalakrishnan,Navigating Holiday Stock Market Changes: Turn Sentiment Shifts into Successes,"The day before Thanksgiving, the stock market took a little breather. But the weekly performance was still impressive.The Dow Jones Industrial Average ($INDU) remains the broader index leader, rising 0.96% for the week. The S&P 500 ($SPX) and the Nasdaq Compo…",https://stockcharts.com/articles/chartwatchers/2024/11/navigating-holiday-stock-marke-898.html,https://stockcharts.com/img/articles/2024/11/27/89414e8e-f604-43de-941a-19374e393244.jpg,2024-11-27T22:14:51Z,"<ul><li>The broader stock market indexes take a breather.</li></ul>
The day before Thanksgiving, the stock market took a little breather. But the weekly performance was still impressive.
The Dow Jo… [+4804 chars]"
24,"{'id': None, 'name': ""Investor's Business Daily""}","VIDYA RAMAKRISHNAN, Investor's Business Daily","Dow Jones Slides, Nvidia Falters As Trump Rally Sputters; Warren Buffett's Berkshire Hits All-Time High (Live Coverage)",The Dow Jones and other indexes were down Wednesday after October's inflation data. Nvidia broke a key level on the stock market today.,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-dow-jones-nvidia-stock/,https://www.investors.com/wp-content/uploads/2024/06/Stock-WarrenBuffettwave-01-shutt.jpg,2024-11-27T21:09:19Z,The Dow Jones Industrial Average and other major indexes reversed lower Wednesday as the postelection Trump rally sputtered ahead of the Thanksgiving holiday. Indexes fell in the stock market today a… [+6686 chars]
25,"{'id': None, 'name': 'Observer'}","Alexandra Tremayne-Pengelly, Alexandra Tremayne-Pengelly",Eric Schmidt Is Worried About A.I. Risks to ‘Highly Suggestible’ Young People,"The rise of A.I. friends or girlfriends amongst young men is an ""unexpected problem"" of A.I., according to the ex-Google CEO.",https://observer.com/2024/11/eric-schmidt-young-men-especially-vulnerable-ai-risks/,https://observer.com/wp-content/uploads/sites/2/2024/11/GettyImages-2150019808.jpg?quality=80,2024-11-27T19:57:39Z,"Eric Schmidt previously headed Google for a decade. Jemal Countess/Getty Images for TIME
What do you get when you combine a loneliness epidemic with the advent of A.I.? According to Eric Schmidt, fo… [+3472 chars]"
26,"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Market Clubhouse Morning Memo - November 27th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…",https://biztoc.com/x/fccda99d8619c7cd,https://biztoc.com/cdn/fccda99d8619c7cd_s.webp,2024-11-27T18:33:00Z,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+141 chars]"
27,"{'id': None, 'name': ""Investor's Business Daily""}","PATRICK SEITZ, Investor's Business Daily",SoundHound Makes Itself Heard On Wall Street With Voice AI,SoundHound AI is giving a voice to artificial intelligence. And that opportunity has fueled interest in SoundHound stock.,https://www.investors.com/news/technology/soundhound-stock-voice-ai-advancements/,https://www.investors.com/wp-content/uploads/2024/11/Stock-SoundHoudAI-WhiteCastle-01-company.jpg,2024-11-27T13:00:50Z,"SoundHound AI (SOUN) is giving a voice to artificial intelligence. And the AI voice tech company is making itself heard on Wall Street, where the spotlight on SoundHound stock is growing.
The path t… [+5577 chars]"
28,"{'id': None, 'name': 'Biztoc.com'}",aol.com,Is Alphabet Stock a Buy Now?,"Shares of Google parent Alphabet (NASDAQ: GOOGL)(NASDAQ: GOOG) were on an upswing earlier this year. The stock rose from a 52-week low of $127.90 last December to hit a high of $191.75 in July.
But in August, a federal court ruled that the way the company was…",https://biztoc.com/x/2adb89de41d07977,https://biztoc.com/cdn/2adb89de41d07977_s.webp,2024-11-27T12:29:42Z,Shares of Google parent Alphabet (NASDAQ: GOOGL)(NASDAQ: GOOG) were on an upswing earlier this year. The stock rose from a 52-week low of $127.90 last December to hit a high of $191.75 in July.But in… [+146 chars]
29,"{'id': None, 'name': 'GlobeNewswire'}",YieldMax,"YieldMax™ ETFs Announces Distributions on YBIT (115.71%), TSLY (103.42%), SNOY (101.96%), YMAX (87.35%), YMAG (54.24%) and Others","YieldMax™ ETFs Announces Distributions on YBIT (115.71%), TSLY (103.42%), SNOY (101.96%), YMAX (87.35%), YMAG (54.24%) and Others......",https://www.globenewswire.com/news-release/2024/11/27/2988090/0/en/YieldMax-ETFs-Announces-Distributions-on-YBIT-115-71-TSLY-103-42-SNOY-101-96-YMAX-87-35-YMAG-54-24-and-Others.html,https://ml.globenewswire.com/Resource/Download/85b1a71e-663e-4de3-acbf-931582738c88,2024-11-27T11:55:00Z,"CHICAGO and MILWAUKEE and NEW YORK, Nov. 27, 2024 (GLOBE NEWSWIRE) -- YieldMax today announced distributions for the YieldMax ETFs listed in the table below.
<table><tr><td>ETFTicker1</td><td>ETF Na… [+26575 chars]"
30,"{'id': None, 'name': 'MarketWatch'}",Philip van Doorn,Trump’s return should favor growth stocks. Here are 10 with the most upside.,Quantitative strategists at Jefferies expect Donald Trump’s return as president to enable a continued run for growth stocks; they suggest avoiding value as...,https://www.marketwatch.com/story/trumps-return-should-favor-growth-stocks-here-are-10-with-the-most-upside-c99cf800,https://s.yimg.com/ny/api/res/1.2/ps6RDfVX6N_vTmQqeMcG5Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/marketwatch_hosted_869/af4e1e6322de3b5ccaaa5e614cbf3b9f,2024-11-27T09:45:00Z,Jefferies Global Head of Quantitative Desh Peramunetilleke expects the first half of Donald Trumps next term in the White House to favor growth stocks over value stocks. - MarketWatch photo illustrat… [+4746 chars]
31,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Chase Investment Counsel Corp Reduces Stake in Alphabet Inc. (NASDAQ:GOOGL),"Chase Investment Counsel Corp decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 29.7% in the 3rd quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The institutional investo…",https://www.etfdailynews.com/2024/11/27/chase-investment-counsel-corp-reduces-stake-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T09:26:49Z,"Chase Investment Counsel Corp decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 29.7% in the 3rd quarter, according to the company in its most recent filing with the S… [+6694 chars]"
32,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Savvy Advisors Inc. Buys 2,685 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Savvy Advisors Inc. raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 27.5% in the 3rd quarter, according to its most recent Form 13F filing with the SEC. The institutional investor owned 12,445 shares of the information services provider’s…",https://www.etfdailynews.com/2024/11/27/savvy-advisors-inc-buys-2685-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:48:51Z,"Savvy Advisors Inc. raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 27.5% in the 3rd quarter, according to its most recent Form 13F filing with the SEC. The institutional investo… [+5964 chars]"
33,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Baillie Gifford & Co. Sells 168,908 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Baillie Gifford & Co. lessened its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 17.1% in the 3rd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 818,898 shares of the inf…",https://www.etfdailynews.com/2024/11/27/baillie-gifford-co-sells-168908-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:48:49Z,"Baillie Gifford &amp; Co. lessened its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 17.1% in the 3rd quarter, according to the company in its most recent 13F filing with the Securities a… [+6796 chars]"
